query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage	qcovpct	tcovpct
proteins/Montipora_capitata_KBHIv3___RNAseq.g42636.t1.faa.colabfold/plots/0.pdb	2eno_A	0.495	702	293	12	63	756	1	648	5.365E-46	2448	757	648	7.846E-01	9.106E-01	9.106E-01	3.917E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	91.6777	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g43101.t1.faa.colabfold/plots/0.pdb	8ekb_1p	0.419	496	257	5	4	497	2	468	7.657E-55	1971	511	469	7.458E-01	8.047E-01	8.047E-01	4.698E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	96.6732	99.5736
proteins/Montipora_capitata_KBHIv3___RNAseq.g43349.t1.faa.colabfold/plots/0.pdb	6he1_A	0.590	259	77	3	2	260	1	230	4.976E-33	919	260	230	5.471E-01	6.173E-01	6.173E-01	1.911E+01	1.000	287	Pseudomonas aeruginosa	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas aeruginosa	99.6154	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g43752.t1.faa.colabfold/plots/0.pdb	1dyd_A	0.105	389	208	16	13	393	31	287	1.425E-12	362	412	288	4.540E-01	6.130E-01	6.130E-01	7.394E+00	1.000	10665	Tequatrovirus T4	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Straboviridae;-_Tevenvirinae;g_Tequatrovirus;s_Tequatrovirus T4	92.4757	89.2361
proteins/Montipora_capitata_KBHIv3___RNAseq.g43871.t1.faa.colabfold/plots/0.pdb	1aiv_A	0.465	544	272	9	3	534	5	541	4.000E-60	2563	540	542	9.451E-01	9.417E-01	9.417E-01	1.694E+00	1.000	9031	Gallus gallus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;-_Sauropsida;-_Sauria;-_Archelosauria;-_Archosauria;-_Dinosauria;-_Saurischia;-_Theropoda;-_Coelurosauria;c_Aves;-_Neognathae;-_Galloanserae;o_Galliformes;f_Phasianidae;-_Phasianinae;g_Gallus;s_Gallus gallus	98.5185	99.0775
proteins/Montipora_capitata_KBHIv3___RNAseq.g43904.t1.faa.colabfold/plots/0.pdb	7btq_A	0.134	594	368	34	43	554	3	532	5.268E-09	289	561	541	5.492E-01	5.663E-01	5.663E-01	1.171E+01	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	91.2656	97.9667
proteins/Montipora_capitata_KBHIv3___RNAseq.g43941.t1.faa.colabfold/plots/0.pdb	6fn6_A	0.335	280	169	6	2	269	83	357	9.491E-24	869	269	357	8.833E-01	6.763E-01	6.763E-01	2.651E+00	1.000	7227	Drosophila melanogaster	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Endopterygota;o_Diptera;-_Brachycera;-_Muscomorpha;-_Eremoneura;-_Cyclorrhapha;-_Schizophora;-_Acalyptratae;-_Ephydroidea;f_Drosophilidae;-_Drosophilinae;-_Drosophilini;g_Drosophila;-_Sophophora;-_melanogaster group;-_melanogaster subgroup;s_Drosophila melanogaster	99.6283	77.0308
proteins/Montipora_capitata_KBHIv3___RNAseq.g44002.t1a.faa.colabfold/plots/0.pdb	6ehp_C	0.591	291	117	2	8	296	1	291	5.204E-24	1266	299	291	9.397E-01	9.650E-01	9.650E-01	1.416E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	96.6555	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g44036.t1.faa.colabfold/plots/0.pdb	8ekb_1e	0.414	1086	604	16	57	1132	1	1064	3.283E-101	4278	1135	1066	8.956E-01	9.520E-01	9.520E-01	2.600E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	94.8018	99.8124
proteins/Montipora_capitata_KBHIv3___RNAseq.g44089.t1.faa.colabfold/plots/0.pdb	1igw_A	0.551	279	123	2	6	282	1	279	1.166E-20	1043	301	281	8.525E-01	9.097E-01	9.097E-01	2.130E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	92.0266	99.2883
proteins/Montipora_capitata_KBHIv3___RNAseq.g44209.t1.faa.colabfold/plots/0.pdb	8bxk_A	0.633	303	91	3	9	311	2	284	1.312E-41	1492	487	285	5.527E-01	9.292E-01	9.292E-01	2.686E+00	1.000	64292	Ntaya virus	d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Flasuviricetes;o_Amarillovirales;f_Flaviviridae;g_Flavivirus;s_Ntaya virus	62.2177	99.2982
proteins/Montipora_capitata_KBHIv3___RNAseq.g44212.t1.faa.colabfold/plots/0.pdb	2hm2_Q	0.495	337	169	1	30	366	5	340	3.728E-48	1789	372	342	8.889E-01	9.659E-01	9.659E-01	1.020E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	90.5914	98.2456
proteins/Montipora_capitata_KBHIv3___RNAseq.g44216.t1.faa.colabfold/plots/0.pdb	6gcm_i	0.670	164	54	0	7	170	4	167	6.888E-28	1035	172	173	9.426E-01	9.372E-01	9.372E-01	6.228E-01	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	95.3488	94.7977
proteins/Montipora_capitata_KBHIv3___RNAseq.g44509.t1.faa.colabfold/plots/0.pdb	3c5c_C	0.764	157	34	1	3	156	2	158	1.033E-23	808	175	158	8.544E-01	9.440E-01	9.440E-01	1.080E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	88	99.3671
proteins/Montipora_capitata_KBHIv3___RNAseq.g44701.t2.faa.colabfold/plots/0.pdb	1apj_A	0.189	401	285	15	9	384	2	387	2.417E-25	765	385	393	8.260E-01	8.104E-01	8.104E-01	3.634E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	97.6623	98.2188
proteins/Montipora_capitata_KBHIv3___RNAseq.g44708.t1.faa.colabfold/plots/0.pdb	3a50_A	0.866	75	9	1	9	83	2	75	4.004E-10	422	89	75	7.462E-01	8.755E-01	8.755E-01	2.051E+00	1.000	2074	Pseudonocardia autotrophica	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Pseudonocardia;s_Pseudonocardia autotrophica	84.2697	98.6667
proteins/Montipora_capitata_KBHIv3___RNAseq.g44715.t1.faa.colabfold/plots/0.pdb	7b5k_D	0.801	196	32	3	252	445	5	195	1.731E-25	981	448	195	3.864E-01	8.708E-01	8.708E-01	6.846E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	43.3036	97.9487
proteins/Montipora_capitata_KBHIv3___RNAseq.g44830.t1.faa.colabfold/plots/0.pdb	2huj_A	0.535	209	91	1	1	209	2	204	1.538E-28	1028	209	206	8.809E-01	8.927E-01	8.927E-01	3.887E+00	1.000	1642	Listeria innocua	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria innocua	100	98.5437
proteins/Montipora_capitata_KBHIv3___RNAseq.g44949.t1.faa.colabfold/plots/0.pdb	7ekn_E	0.761	563	135	0	15	577	1	563	3.703E-37	1402	674	564	6.236E-01	7.256E-01	7.256E-01	7.737E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	83.5312	99.8227
proteins/Montipora_capitata_KBHIv3___RNAseq.g45000.t1.faa.colabfold/plots/0.pdb	8d08_C	0.591	473	184	2	14	485	2	466	7.538E-60	2655	488	467	9.291E-01	9.702E-01	9.702E-01	1.412E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct	96.7213	99.5717
proteins/Montipora_capitata_KBHIv3___RNAseq.g45279.t1.faa.colabfold/plots/0.pdb	5aj4_Bb	0.577	393	152	3	17	409	1	379	5.445E-47	2007	425	380	8.653E-01	9.662E-01	9.662E-01	1.953E+00	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa	92.4706	99.7368
proteins/Montipora_capitata_KBHIv3___RNAseq.g45378.t1.faa.colabfold/plots/0.pdb	7fss_C	0.281	213	115	5	134	345	1	176	7.335E-18	621	357	176	4.450E-01	8.663E-01	8.663E-01	7.528E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	59.3838	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g45418.t1.faa.colabfold/plots/0.pdb	5ayp_B	0.539	178	77	1	4	181	1	173	5.116E-20	772	182	173	8.714E-01	9.138E-01	9.138E-01	1.958E+00	1.000	1422	Geobacillus stearothermophilus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Geobacillus;s_Geobacillus stearothermophilus	97.8022	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g45538.t1.faa.colabfold/plots/0.pdb	8en5_E	0.235	356	252	10	54	403	69	410	7.652E-29	1119	406	410	7.698E-01	7.625E-01	7.625E-01	5.523E+00	1.000	30538	Vicugna pacos	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Tylopoda;f_Camelidae;g_Vicugna;s_Vicugna pacos	86.2069	83.4146
proteins/Montipora_capitata_KBHIv3___RNAseq.g4584.t1.faa.colabfold/plots/0.pdb	2ew1_A	0.630	195	72	0	32	226	1	195	9.078E-14	786	617	196	3.127E-01	9.701E-01	9.701E-01	9.876E-01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	31.6045	99.4898
proteins/Montipora_capitata_KBHIv3___RNAseq.g46103.t2.faa.colabfold/plots/0.pdb	6i9h_A	0.773	401	86	1	90	490	3	398	7.124E-67	2756	491	398	7.980E-01	9.830E-01	9.830E-01	1.013E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	81.6701	99.4975
proteins/Montipora_capitata_KBHIv3___RNAseq.g46451.t1.faa.colabfold/plots/0.pdb	4biu_E	0.447	181	91	3	9	185	7	182	2.296E-16	618	209	183	7.674E-01	8.724E-01	8.724E-01	2.455E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	84.689	96.1749
proteins/Montipora_capitata_KBHIv3___RNAseq.g46805.t1.faa.colabfold/plots/0.pdb	4biu_D	0.609	174	68	0	1	174	1	174	1.219E-23	928	181	175	9.239E-01	9.544E-01	9.544E-01	1.267E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	96.1326	99.4286
proteins/Montipora_capitata_KBHIv3___RNAseq.g4689.t1.faa.colabfold/plots/0.pdb	2if1_A	0.336	457	253	13	31	451	1	443	1.271E-32	1259	451	443	8.371E-01	8.515E-01	8.515E-01	2.886E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	93.3481	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g47248.t1.faa.colabfold/plots/0.pdb	4axw_A	0.639	86	31	0	32	117	28	113	4.255E-07	261	127	118	5.800E-01	6.221E-01	6.221E-01	5.399E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	67.7165	72.8814
proteins/Montipora_capitata_KBHIv3___RNAseq.g47300.t1.faa.colabfold/plots/0.pdb	2ezz_A	0.598	102	41	0	21	122	3	104	2.626E-08	282	134	104	6.091E-01	7.596E-01	7.596E-01	3.449E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	76.1194	98.0769
proteins/Montipora_capitata_KBHIv3___RNAseq.g47427.t1.faa.colabfold/plots/0.pdb	7e9d_B	0.771	223	51	0	3	225	2	224	2.730E-40	1500	245	224	8.973E-01	9.804E-01	9.804E-01	8.432E-01	1.000	1423	Bacillus subtilis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis	91.0204	99.5536
proteins/Montipora_capitata_KBHIv3___RNAseq.g47514.t1.faa.colabfold/plots/0.pdb	4i5l_F	0.307	156	81	4	24	179	19	147	8.375E-05	151	180	148	4.620E-01	5.468E-01	5.468E-01	7.915E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	86.6667	87.1622
proteins/Montipora_capitata_KBHIv3___RNAseq.g47529.t1.faa.colabfold/plots/0.pdb	1ibm_H	0.155	443	303	17	11	417	4	411	1.651E-09	427	418	419	7.330E-01	7.314E-01	7.314E-01	5.255E+00	1.000	274	Thermus thermophilus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus	97.3684	97.3747
proteins/Montipora_capitata_KBHIv3___RNAseq.g47533.t1.faa.colabfold/plots/0.pdb	6hn9_A	0.526	640	165	5	2	639	1	504	4.153E-64	2355	812	510	5.662E-01	8.978E-01	8.978E-01	8.749E+00	1.000	1441599	Nicomache minor	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Spiralia;-_Lophotrochozoa;p_Annelida;c_Polychaeta;-_Sedentaria;-_Scolecida;f_Maldanidae;g_Nicomache;-_Nicomache;s_Nicomache minor	78.5714	98.8235
proteins/Montipora_capitata_KBHIv3___RNAseq.g47589.t1.faa.colabfold/plots/0.pdb	2g9j_B	0.422	655	355	6	106	741	16	665	2.998E-69	1964	741	666	4.773E-01	5.299E-01	5.299E-01	2.985E+01	1.000	0	unclassified	unclassified	85.83	97.5976
proteins/Montipora_capitata_KBHIv3___RNAseq.g47626.t1.faa.colabfold/plots/0.pdb	4i3t_F	0.486	534	260	11	22	549	2	527	2.717E-63	2323	588	527	7.943E-01	8.824E-01	8.824E-01	9.069E+00	1.000	266834	Sinorhizobium meliloti 1021	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Rhizobiaceae;-_Sinorhizobium/Ensifer group;g_Sinorhizobium;s_Sinorhizobium meliloti;-_Sinorhizobium meliloti 1021	89.7959	99.8102
proteins/Montipora_capitata_KBHIv3___RNAseq.g48077.t2.faa.colabfold/plots/0.pdb	2ezq_C	0.402	231	61	4	2	232	3	156	3.704E-15	504	270	157	5.114E-01	8.614E-01	8.614E-01	3.701E+00	1.000	11723	Simian immunodeficiency virus	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Lentivirus;s_Simian immunodeficiency virus	85.5556	98.0892
proteins/Montipora_capitata_KBHIv3___RNAseq.g48184.t1.faa.colabfold/plots/0.pdb	3ae5_C	0.444	308	129	3	376	681	1	268	1.071E-10	430	1505	269	1.661E-01	8.181E-01	8.181E-01	3.489E+00	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa	20.3322	99.6283
proteins/Montipora_capitata_KBHIv3___RNAseq.g48223.t1.faa.colabfold/plots/0.pdb	3eid_B	0.360	241	132	8	6	239	4	229	4.631E-21	661	241	355	8.295E-01	5.749E-01	5.749E-01	2.244E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	97.0954	63.662
proteins/Montipora_capitata_KBHIv3___RNAseq.g48276.t1.faa.colabfold/plots/0.pdb	6ft0_C	0.774	1215	247	5	20	1234	1	1187	0.000E+00	8290	1304	1189	8.993E-01	9.855E-01	9.855E-01	1.432E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	93.1748	99.8318
proteins/Montipora_capitata_KBHIv3___RNAseq.g48714.t1.faa.colabfold/plots/0.pdb	3j3y_cl	0.323	170	108	2	1	163	8	177	1.972E-17	525	301	182	4.894E-01	7.821E-01	7.821E-01	2.918E+00	1.000	11676	Human immunodeficiency virus 1	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Lentivirus;s_Human immunodeficiency virus 1	54.1528	93.4066
proteins/Montipora_capitata_KBHIv3___RNAseq.g49020.t1.faa.colabfold/plots/0.pdb	2ife_A	0.693	248	76	0	180	427	2	249	8.991E-24	1257	436	249	5.625E-01	9.790E-01	9.790E-01	8.946E-01	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	56.8807	99.5984
